0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,2
33,1
34,1
35,3
36,45
37,46
38,46
39,83
40,149
41,160
42,276
43,414
44,523
45,589
46,622
47,724
48,724
49,1045
50,1045
51,1439
52,1966
53,2335
54,2749
55,2941
