0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,1
31,2
32,3
33,7
34,10
35,12
36,17
37,21
38,29
39,34
40,52
41,79
42,107
43,148
44,197
45,233
46,366
47,463
48,631
49,827
50,827
51,1266
52,1441
53,1809
54,2158
55,2503
